id,predicted_price
2591820310,366841.7833333333
7974200820,836010.77
7701450110,1018111.9666666667
9522300010,2052886.5
9510861140,721135.0733333334
1761300310,249524.81333333332
7732410120,842588.6633333333
7010701383,604174.2433333333
291310170,418773.49
4232901990,544724.68
6840701125,672887.63
3971700580,393191.5
4202400078,252365.5841269841
6064800090,323394.82
2626119028,302612.29333333333
3303980660,1109710.4
862000020,864177.7222222222
2386000070,939673.99
1138000450,385312.83666666667
1775800420,428028.85333333333
2291401425,453295.3333333333
2025770560,1085151.1
3525069037,699284.3266666667
9324800450,583111.971111111
8080400136,524842.29
8651540040,529612.66
9407001790,248845.07333333333
1773101530,216681.44666666666
9432900250,322088.2166666667
1794500695,557388.36
2220069003,345681.75333333336
923000120,432339.08
5728000060,543662.0466666666
16000200,231669.41
1926059094,439092.33666666667
6672900220,991280.56
3629860060,855969.03
1822069109,427318.37333333335
6675500105,388024.9166666667
249000180,1806433.2333333334
226059065,522767.8333333333
396100110,240474.57333333333
9264450460,303255.67
7853361210,410992.05
9474700020,331117.55666666664
421000455,260740.55222222224
3755200220,439440.54333333333
7960100075,484716.58888888895
9477100490,414066.07666666666
9138100350,809547.67
1624049275,517739.2166666667
2770606890,545848.23
1157200189,461905.13333333336
2770601800,519781.2633333333
9301300805,539448.0266666666
2325069032,1226440.5333333334
1021079099,319885.7033333333
7215730040,707765.99
1853200080,448445.7777777777
3224600340,691543.71
3222049120,409781.26666666666
2113700025,298208.08
7893207925,231552.10666666666
3586501085,608479.9733333334
8024200010,424702.1544444444
7116500705,177851.77666666667
1598600209,329455.4733333333
7204200025,933563.3333333334
4206901505,591533.05
2937300440,934269.8466666667
7205000180,341033.61
8718500665,382840.92
5318101765,805122.6766666666
4122700020,949831.67
8078700020,462926.3333333333
3303980680,903134.2033333334
8924100372,1194314.93
2781270210,206307.69333333333
519000043,576617.68
3225069301,1324567.3
151000075,746860.06
2297400020,437725.91888888885
6617500085,675310.23
104510180,246958.46666666667
3528900060,982837.6666666666
3345100286,490538.6666666667
1226039130,423902.85
8712100720,753230.2333333333
3037200010,407345.38666666666
3626039268,469771.13333333336
104510230,238452.76666666666
5112800060,416339.74111111107
6072400280,624525.88
5317100570,1237466.3
9528102993,585141.4966666667
2919201095,504394.32
6181400920,264202.01
185000161,248654.84222222219
8691400010,743354.22
3345700165,525978.1
6151800486,244546.66333333333
4340000080,1307656.8
4136960010,544038.55
3634100030,320296.4566666667
1624059224,1065782.7333333334
2788400090,268213.7555555555
9828200762,485825.42
7524400250,469989.51111111103
3528000290,719098.04
5700003630,2151182.6666666665
2720069019,330279.0466666667
7227501170,241650.66666666666
2397101270,593885.3333333334
6792100090,765550.03
2770602265,546938.52
3971700937,292970.05333333334
422049203,235789.36444444448
3076500830,335960.0733333333
1423400260,302323.8822222222
9161100795,447190.0
3126049052,527329.6533333333
5100401468,449401.43333333335
514500235,470201.05333333334
1423200170,222170.0
1402100070,418539.94333333336
624110020,772612.03
2407000145,209909.94333333333
1890000225,921241.5
1320069271,304706.3933333333
5490700085,403176.05
263000155,463302.71
3726800201,426502.4111111111
5153200358,323289.23
2725079018,800491.5066666667
7165700200,285092.52222222224
9429000170,570167.1666666666
8718500075,362350.1433333333
1760650950,307263.29
1068000559,1178518.3466666667
4113800500,633856.3433333334
4077800507,516713.58444444445
2725069150,711186.08
4008400035,732031.5
7016310270,413435.8233333333
1432701230,227719.44
3278606050,357374.11666666664
2473350710,385137.6066666667
2185000685,189962.95
7792000025,412709.94333333336
6868200029,552873.6788888889
624069003,815263.2466666667
7431500280,851402.8533333334
3296000040,554137.5833333334
1118001215,1702643.9
6453900040,822611.2933333333
333100209,979576.2333333333
34001765,580409.5
